Tên,Link
"Đăng ký kế hoạch sản xuất xăng dầu, nhập khẩu nguyên liệu để sản xuất xăng dầu, tiêu thụ sản phẩm xăng dầu",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000266
Đăng ký hạn mức tổng nguồn xăng dầu tối thiểu hàng năm,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000470
"Cấp Giấy chứng nhận đăng ký sử dụng thương hiệu của hãng hàng không khác đối với hãng hàng không kinh doanh vận chuyển hàng không, kinh doanh hàng không chung vì mục đích thương mại",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003472
Đăng ký tham dự kiểm tra kết quả tập sự hành nghề đấu giá tài sản,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.002139
Thủ tục đăng ký văn bản IDERA,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003398
Đăng ký vận tải hành khách cố định trên tuyến vận tải thủy từ bờ ra đảo,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000795
Bổ nhiệm công chứng viên,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000112
Cấp lại Giấy đăng ký hoạt động Trung tâm hoà giải thương mại/chi nhánh Trung tâm hòa giải thương mại,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000532
Cấp lại Thẻ công chứng viên,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001799
Đăng ký xuất khẩu xăng dầu,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001171
"Đánh giá, cấp giấy chứng nhận quản lý an toàn cho tàu biển theo Bộ luật quản lý an toàn quốc tế cho tàu biển (Bộ luật ISM)",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000026
Thủ tục đăng ký khai sinh có yếu tố nước ngoài tại khu vực biên giới,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000110
"Liên thông thủ tục hành chính về đăng ký khai sinh, đăng ký thường trú, cấp thẻ bảo hiểm y tế cho trẻ em dưới 6 tuổi",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000986
"Liên thông các thủ tục hành chính về đăng ký khai sinh, cấp Thẻ bảo hiểm y tế cho trẻ em dưới 6 tuổi",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001023
Khai thuế TNDN khấu trừ từ tiền hoa hồng đại lý,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000315
Khai quyết toán thuế TNCN dành cho cơ sở giao đại lý xổ số trả thu nhập cho đại lý xổ số,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002531
Khai khấu trừ thuế TNCN dành cho cơ sở giao đại lý xổ số trả thu nhập cho đại lý xổ số,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003607
Chấp thuận chủ trương xây dựng bến thủy nội địa,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003788
"Thủ tục đăng ký khai sinh cho người đã có hồ sơ, giấy tờ cá nhân",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004772
Đăng ký hoạt động của Chi nhánh Trung tâm hòa giải thương mại,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001716
Bổ nhiệm lại công chứng viên,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000100
Nhận lưu giữ di chúc,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001834
Công chứng văn bản thỏa thuận phân chia di sản,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001039
Thủ tục chứng thực văn bản thỏa thuận phân chia di sản mà di sản là động sản,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001050
Đề nghị cấp chứng chỉ hành nghề chứng khoán,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.002030
"Hủy bỏ việc tạm đình chỉ hành nghề quản lý, thanh lý tài sản đối với doanh nghiệp quản lý, thanh lý tài sản",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001484
"Hủy bỏ việc tạm đình chỉ hành nghề quản lý, thanh lý tài sản đối với Quản tài viên",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001485
Cấp bản sao văn bản công chứng,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000818
Thủ tục xin trở lại quốc tịch Việt Nam tại cơ quan đại diện Việt Nam ở nước ngoài,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000785
"Đăng ký hành nghề quản lý, thanh lý tài sản đối với doanh nghiệp quản lý, thanh lý tài sản",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001842
"Thủ tục chuyển nhượng, cho, tặng xe ô tô, xe gắn máy đã tạm nhập khẩu miễn thuế",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002928
Cấp lại chứng chỉ hành nghề Quản tài viên,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001117
Cấp Giấy xác nhận việc cấp Giấy chứng nhận,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002448
Đăng ký hoạt động của Trung tâm Trọng tài,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001511
"Cấp giấy phép hoạt động khám bệnh, chữa bệnh nhân đạo đối với cơ sở dịch vụ chăm sóc sức khoẻ tại nhà",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002111
"Cấp giấy phép hoạt độngkhám bệnh, chữa bệnh nhân đạo đối với cơ sở dịch vụ tiêm (chích), thay băng, đếm mạch, đo nhiệt độ, đo huyết áp",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002140
"Cấp giấy phép hoạt động khám bệnh, chữa bệnh nhân đạo đối với Phòng chẩn trị y học cổ truyền thuộc thẩm quyền của Sở Y tế",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002205
Công chứng văn bản từ chối nhận di sản,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001876
Thủ tục chứng thực văn bản từ chối nhận di sản,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001016
Công nhận tương đương đối với người được đào tạo nghề công chứng ở nước ngoài,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000007
Cấp lại giấy xác nhận nội dung quảng cáo trang thiết bị y tế trong trường hợp hết hiệu lực tại Khoản 2 Điều 21 Thông tư số 09/2015/TT-BYT,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001048
Cấp lại giấy xác nhận nội dung quảng cáo trang thiết bị y tế trong trường hợp bị mất hoặc hư hỏng,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001063
Gia hạn số lưu hành trang thiết bị y tế,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002961
"Thủ tục cấp giấy phép nhập khẩu các mặt hàng có ảnh hưởng trực tiếp đến quốc phòng, an ninh (nhưng không phục vụ mục đích quốc phòng, an ninh)",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003438
"Chấp thuận cho tàu khách cao tốc vận tải hành khách, hành lý, bao gửi không có mục đích kinh doanh",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000837
"Thủ tục khen thưởng Huân chương Chiến công cho tập thể, cá nhân có thành tích thực hiện nhiệm vụ chính trị",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000050
"Thủ tục khen thưởng Huân chương Lao động cho tập thể, cá nhân theo công trạng và thành tích đạt được",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001413
"Thủ tục khen thưởng Huân chương Độc lập cho tập thể, cá nhân theo công trạng và thành tích đạt được",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003493
Điều chỉnh hạng chứng chỉ năng lực hoạt động xây dựng hạng I,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002598
"Điều chỉnh, bổ sung nội dung chứng chỉ năng lực hoạt động xây dựng hạng I (về lĩnh vực hoạt động và hạng)",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002617
"Điều chỉnh, bổ sung chứng chỉ năng lực hoạt động xây dựng hạng II, III (về lĩnh vực hoạt động và hạng)",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004034
Chỉ định tổ chức thử nghiệm lĩnh vực thông tin và truyền thông,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001768
Thủ tục phê duyệt điều lệ hội.,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003316
Thủ tục phê duyệt điều lệ hội (cấp huyện),dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003807
Thủ tục phê duyệt điều lệ hội (cấp tỉnh),dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003960
Cấp Giấy phép kinh doanh cảng hàng không,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004682
"Cấp Giấy chứng nhận đủ điều kiện hoạt động kiểm định kỹ thuật an toàn lao động cho các tổ chức thực hiện kiểm định đối với các máy, thiết bị, vật tư có yêu cầu nghiêm ngặt về an toàn lao động sử dụng trong thi công xây dựng (bao gồm: hệ thống cốp pha trượt; hệ thống cốp pha leo; hệ giàn thép ván khuôn trượt; máy khoan, máy ép cọc, đóng cọc chuyên dùng có hệ thống tời nâng; máy bơm bê tông; cần trục tháp; máy vận thăng sử dụng trong thi công xây dựng; máy thi công công trình hầm, ngầm; hệ giàn giáo thép, thanh, cột chống tổ hợp; sàn treo nâng người sử dụng trong thi công xây dựng)",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005366
"Cấp Giấy phép trang bị, giấy phép sử dụng vũ khí, công cụ hỗ trợ để triển lãm, trưng bày hoặc làm đạo cụ trong hoạt động văn hóa, nghệ thuật tại Phòng Cảnh sát quản lý hành chính về trật tự xã hội Công an tỉnh, thành phố trực thuộc trung ương",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000328
Thủ tục Phê chuẩn việc sử dụng thiết bị huấn luyện bay mô phỏng (SIM),dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004414
"Thủ tục Khen thưởng Huân chương Hữu Nghị cho tập thể, cá nhân người nước ngoài",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000706
"Sửa đổi, bổ sung giấy phép cung cấp dịch vụ mạng xã hội trên mạng",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001168
"Thông báo thay đổi chủ sở hữu, địa chỉ trụ sở chính của tổ chức, doanh nghiệp đã được cấp Giấy phép thiết lập mạng xã hội",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004336
Cấp Giấy phép kinh doanh công cụ hỗ trợ tại Cục Cảnh sát quản lý hành chính về trật tự xã hội - Bộ Công an,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000795
"Cấp lại Giấy đăng ký hoạt động của chi nhánh, công ty luật nước ngoài",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002368
Thủ tục cấp tài khoản truy cập Cổng thông tin thủ tục biên phòng điện tử cho người làm thủ tục biên phòng điện tử cửa khẩu biên giới đất liền,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002618
Hợp nhất công ty luật,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002218
Lấy ý kiến báo cáo ĐMC không thuộc thẩm quyền thẩm định của Bộ Nông nghiệp và Phát triển nông thôn,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003479
"Giải quyết khiếu nại lần đầu cấp Trung đoàn, Lữ đoàn, Ban chỉ huy quân sự huyện, Đồn biên phòng và cấp tương đương",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001857
"Thủ tục giải quyết khiếu nại lần đầu cấp Cục, Sư đoàn, Học viện Quân y, Bộ chỉ huy quân sự tỉnh, Bộ chỉ huy Bộ đội Biên phòng tỉnh, Bộ Tư lệnh thành phố Hồ Chí Minh, và cấp tương đương",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001860
"Thủ tục giải quyết khiếu nại lần đầu cấp Học viện (trừ Học viện Quân y), Nhà trường, Viện nghiên cứu, Bệnh viện, Tổng công ty và cấp tương đương",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001861
"Thủ tục sửa lỗi sai sót trong hợp đồng, giao dịch",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000927
"Thu hồi Giấy phép thành lập Chi nhánh, Văn phòng đại diện của Tổ chức trọng tài nước ngoài tại Việt Nam",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001205
Cấp Giấy phép thành lập chi nhánh của công ty luật nước ngoài tại Việt Nam,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000885
"Cho phép cơ sở khám bệnh, chữa bệnh được tiếp tục hoạt động khám bệnh, chữa bệnh sau khi bị đình chỉ hoạt động chuyên môn kỹ thuật thuộc thẩm quyền của Bộ Y tế",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000877
Công nhận hạng/công nhận lại hạng nhà chung cư,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002343
Thẩm định kế hoạch tác động vào thời tiết,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001115
Đình chỉ hiệu lực Bằng bảo hộ giống cây trồng,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000378
"Cấp lại Giấy chứng nhận đăng ký, biển số xe máy chuyên dùng bị mất",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000847
"Cấp lại Giấy chứng nhận cơ sở an toàn dịch bệnh động vật trên cạn đối với vùng, cơ sở an toàn dịch bệnh động vật",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003074
"Cấp giấy chứng nhận kiểm dịch động vật, sản phẩm động vật thủy sản vận chuyển ra khỏi địa bàn cấp tỉnh",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000873
"Cấp giấy chứng nhận kiểm dịch động vật, sản phẩm động vật thủy sản xuất khẩu dùng làm thực phẩm",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003581
"Cấp giấy chứng nhận kiểm dịch động vật, sản phẩm động vật thủy sản nhập, xuất kho ngoại quan",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001542
"Cấp giấy chứng nhận kiểm dịch động vật, sản phẩm động vật thủy sản xuất khẩu mang theo người, gửi qua đường bưu điện",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001558
"Sửa đổi, bổ sung nội dung giấy phép sản xuất kênh chương trình trong nước",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002135
"Yêu cầu áp dụng biện pháp bảo đảm, biện pháp cưỡng chế thi hành án (cấp huyện)",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000454
"Thẩm định, phê duyệt phương án cắm mốc giới hành lang bảo vệ nguồn nước đối với hồ chứa thủy điện",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001850
"Thẩm định, phê duyệt phương án ứng phó thiên tai cho công trình, vùng hạ du đập trong quá trình thi công thuộc thẩm quyền của UBND tỉnh",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003211
"Thẩm định, phê duyệt phương án ứng phó thiên tai cho công trình, vùng hạ du đập trong quá trình thi công thuộc thẩm quyền của UBND cấp xã",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003446
"Thẩm định, phê duyệt phương án ứng phó thiên tai cho công trình, vùng hạ du đập trong quá trình thi công thuộc thẩm quyền của UBND huyện (trên địa bàn từ 02 xã trở lên)",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003459
"Chỉ định cơ sở kiểm nghiệm thực phẩm đã được tổ chức công nhận hợp pháp của Việt Nam hoặc tổ chức công nhận nước ngoài là thành viên tham gia thỏa thuận lẫn nhau của Hiệp hội công nhận phòng thí nhiệm Quốc tế, Hiệp hội công nhận phòng thí nghiệm Châu Á- Thái Bình Dương đánh giá và cấp chứng chỉ công nhận theo Tiêu chuẩn quốc gia TCVN ISO/IEC 17025: 2007 hoặc Tiêu chuẩn quốc tế ISO/IEC 17025:2005",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000014
"Cấp giấy chứng nhận cung cấp dịch vụ trò chơi điện tử G2, G3, G4 trên mạng (địa phương)",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002001
Cấp giấy phép cung cấp dịch vụ trò chơi điện tử G1 trên mạng,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002044
Cấp giấy chứng nhận đủ điều kiện hoạt động điểm cung cấp dịch vụ trò chơi điện tử công cộng,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001885
Thủ tục cấp bản sao trích lục giấy tờ hộ tịch,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000797
Thủ tục cấp mới Giấy đăng ký lập Văn phòng đại diện cho các tổ chức phi chính phủ nước ngoài tại Việt Nam,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000724
Thủ tục cấp Giấy phép khai thác cơ sở cung cấp dịch vụ bảo đảm hoạt động bay (ANS),dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000102
Thủ tục miễn nhiệm báo cáo viên pháp luật huyện,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001475
Thủ tục công nhận báo cáo viên pháp luật huyện,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001489
Thủ tục miễn nhiệm báo cáo viên pháp luật tỉnh,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001520
Thủ tục công nhận báo cáo viên pháp luật tỉnh,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001923
Thủ tục miễn nhiệm báo cáo viên pháp luật Trung ương,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004904
Thủ tục cho thôi làm tuyên truyền viên pháp luật,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001449
Thủ tục công nhận báo cáo viên pháp luật Trung ương,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004906
Thủ tục công nhận tuyên truyền viên pháp luật,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001457
Sáp nhập công ty luật,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002234
Nghiệm thu kết quả thử thuốc trên lâm sàng,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002023
Phê duyệt đề cương nghiên cứu thử thuốc trên lâm sàng,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002072
Phê duyệt kết quả thử thuốc trên lâm sàng,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002262
"Phê duyệt phương án bảo vệ đập, hồ chứa nước thuộc thẩm quyền của UBND tỉnh",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003188
"Phê duyệt phương án bảo vệ đập, hồ chứa nước thuộc thẩm quyền của Bộ Nông nghiệp và Môi trường",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001332
Bổ nhiệm lại đối với lãnh đạo cấp Phòng thuộc Cục Thi hành án dân sự,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001522
"Cấp Giấy phép tổ chức triển lãm, hội chợ xuất bản phẩm (cấp Trung ương)",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003651
Cấp giấy phép in gia công xuất bản phẩm cho nước ngoài (cấp địa phương),dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001564
Xử lý ý kiến phản đối của người thứ ba về việc chấp nhận đơn đăng ký bảo hộ giống cây trồng,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004010
